id,date,text,permalink,brand
922516127414149120,2017-10-23 19:32,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  gadgets http  tinyurlcomy8gypyyr pictwittercom15vgdgesi2,https://twitter.com/dogloose/status/922516127414149120,Xiaomi
922515007744741376,2017-10-23 19:28,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  ndtv  http  bitly2hzrfjv,https://twitter.com/fusioneletronix/status/922515007744741376,Xiaomi
922514563957972993,2017-10-23 19:26,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily https  googlfbeecqpf,https://twitter.com/lpcrepairs/status/922514563957972993,Xiaomi
922510302608003073,2017-10-23 19:09,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  ndtv https  googlfbarj2ec  tech  india,https://twitter.com/mediat_tech/status/922510302608003073,Xiaomi
922507728555266048,2017-10-23 18:59,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily https  theindianews24comjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …pictwittercomvrfkcv7ura,https://twitter.com/NowArticles/status/922507728555266048,Xiaomi
922507222747361282,2017-10-23 18:57,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily http  wwwnewseleveninjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …pictwittercomfjv8gxicw6,https://twitter.com/newseleven_in/status/922507222747361282,Xiaomi
922505873301364736,2017-10-23 18:51,rt  technorhyno  jio phone allegedly explodes  xiaomi redmi note 5 spotted   oct 23  2017  https  wwwyoutubecomwatch  vfazwoubxy1k …  technews tech…,https://twitter.com/DJIMB3RRY/status/922505873301364736,Xiaomi
922505571001077761,2017-10-23 18:50,jio phone allegedly explodes  xiaomi redmi note 5 spotted   oct 23  2017  https  wwwyoutubecomwatch  vfazwoubxy1k  technews …  gadge… http  ifttt2kvguz1,https://twitter.com/technorhyno/status/922505571001077761,Xiaomi
922505550532894720,2017-10-23 18:50,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily https  wwwf4gnewscomjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …,https://twitter.com/MB_053/status/922505550532894720,Xiaomi
922505533319467010,2017-10-23 18:50,jio  phone  explosion   whatsapp  group  calls   xiaomi  redmi note 5   360 daily http  wpmep67m4wws6 pictwittercomgkfymety36,https://twitter.com/newsinvideos/status/922505533319467010,Xiaomi
922505531457265666,2017-10-23 18:50,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily https  wwwf4gnewscomjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …,https://twitter.com/F4GSocial/status/922505531457265666,Xiaomi
